system:index,area,class,row_code,year,.geo
0_000000000000000000d2_0_0,0.8934953461002133,3,211,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000d2_0_1,0.06680801287841796,12,211,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000d2_0_2,0.004453865417480469,33,211,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000db_0_0,0.7587295196037712,3,220,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000db_0_1,0.20237439608513258,12,220,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000067_0_0,0.9677534590001732,3,104,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000006b_0_0,0.9702320742656636,3,108,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000006c_0_0,0.011561654174804686,12,109,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000006c_0_1,0.9124770516357409,14,109,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000006c_0_2,0.02401267370605469,24,109,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000006c_0_3,0.020455227416992187,25,109,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a9_0_0,0.9702320742656636,3,170,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ac_0_0,0.9904793639921299,3,173,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000bf_0_0,0.08437194603917728,3,192,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000bf_0_1,0.8910669641448393,14,192,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000d5_0_0,0.8813033397403478,3,214,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000d5_0_1,0.013228470068359373,14,214,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000d5_0_2,0.06832258421367564,33,214,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000fe_0_0,0.1013995223991843,3,255,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000fe_0_1,0.8285762359690949,14,255,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000fe_0_2,0.00784642529296875,25,255,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000fe_0_3,0.0322575693359375,33,255,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000061_0_0,0.9656055732426677,3,98,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000cc_0_0,0.9699956651264212,3,205,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000e2_0_0,0.9821540703132081,3,227,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ea_0_0,0.852360473599785,6,235,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ea_0_1,0.0017465389404296874,14,235,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ea_0_2,0.014845592346191414,30,235,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ea_0_3,0.10440218454518033,33,235,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000060_0_0,0.45573741315798194,3,97,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000060_0_1,0.010715057373046876,11,97,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000060_0_2,0.05139721722100955,14,97,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000060_0_3,0.4480710087064853,33,97,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000062_0_0,0.6081058612043811,3,99,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000062_0_1,0.0989437222625134,6,99,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000062_0_2,0.17012246885268248,14,99,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000062_0_3,0.08985624369135849,25,99,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000062_0_4,0.016123945452282476,33,99,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000096_0_0,0.9786014276003394,3,151,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009f_0_0,0.919521972683531,3,160,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
